Entity Label,RANKING,appearancesVideo,appearancesDocuments,maxExtractorRelevance,URI
Russia,1.0,6,431,0.869,http://nerd.eurecom.fr/ontology#Location,http://dbpedia.org/resource/Russia
Edward Snowden,0.5868131868131868,2,259,2.25896,http://nerd.eurecom.fr/ontology#Person,http://dbpedia.org/resource/Edward_Snowden
Vladimir Putin,0.5032967032967033,3,217,0.9263,http://nerd.eurecom.fr/ontology#Person,http://dbpedia.org/resource/Vladimir_Putin
United States,0.48131868131868133,3,207,0.7758,http://nerd.eurecom.fr/ontology#Location,http://dbpedia.org/resource/United_States
Latin America,0.2879120879120879,1,127,0.8197,http://nerd.eurecom.fr/ontology#Location,http://dbpedia.org/resource/Latin_America
Moscow,0.2835164835164835,2,121,0.82,http://nerd.eurecom.fr/ontology#Location,http://dbpedia.org/resource/Moscow
National Security Agency,0.1956043956043956,0,89,2.32738,http://nerd.eurecom.fr/ontology#Organization,http://dbpedia.org/resource/National_Security_Agency
Barack Obama,0.17582417582417584,1,76,0.9116,http://nerd.eurecom.fr/ontology#Person,http://dbpedia.org/resource/Barack_Obama
Venezuela,0.13846153846153847,1,59,0.8885,http://nerd.eurecom.fr/ontology#Location,http://dbpedia.org/resource/Venezuela
Russians,0.13626373626373625,0,62,0.7306,http://nerd.eurecom.fr/ontology#Person,http://dbpedia.org/resource/Russians
Washington,0.0989010989010989,0,45,0.7005,http://nerd.eurecom.fr/ontology#Location,http://dbpedia.org/resource/Washington,_D.C.
Bolivia,0.08131868131868132,1,33,0.8982,http://nerd.eurecom.fr/ontology#Location,http://dbpedia.org/resource/Bolivia
Human Rights Watch,0.07252747252747253,1,29,1.60851,http://nerd.eurecom.fr/ontology#Organization,http://dbpedia.org/resource/Human_Rights_Watch
Nicaragua,0.06593406593406594,1,26,0.8966,http://nerd.eurecom.fr/ontology#Location,http://dbpedia.org/resource/Nicaragua
White House,0.06593406593406594,0,30,0.8297,http://nerd.eurecom.fr/ontology#Location,http://dbpedia.org/resource/White_House
Iran,0.06373626373626373,2,21,0.8874,http://nerd.eurecom.fr/ontology#Location,http://dbpedia.org/resource/Iran
US Department of State,0.06153846153846154,0,28,0.8359,http://nerd.eurecom.fr/ontology#Organization,http://dbpedia.org/resource/United_States_Department_of_State
John Kerry,0.05934065934065934,0,27,0.9206,http://nerd.eurecom.fr/ontology#Person,http://dbpedia.org/resource/John_Kerry
Syria,0.046153846153846156,1,17,0.8805,http://nerd.eurecom.fr/ontology#Location,http://dbpedia.org/resource/Syria
Jay Carney,0.04395604395604396,0,20,0.9091,http://nerd.eurecom.fr/ontology#Person,http://dbpedia.org/resource/Jay_Carney
Federal Migration Service,0.041758241758241756,1,15,0.8874,http://nerd.eurecom.fr/ontology#Organization,http://dbpedia.org/resource/Federal_Migration_Service_(Russia)
Asylum,0.03736263736263736,4,1,0.173699,http://nerd.eurecom.fr/ontology#Thing,http://dbpedia.org/resource/Right_of_asylum
CIA,0.035164835164835165,1,12,0.8477,http://nerd.eurecom.fr/ontology#Location,http://dbpedia.org/resource/Central_Intelligence_Agency
Kremlin,0.03296703296703297,1,11,0.782,http://nerd.eurecom.fr/ontology#Location,http://dbpedia.org/resource/Moscow_Kremlin
Europe,0.03296703296703297,0,15,0.7631,http://nerd.eurecom.fr/ontology#Location,http://dbpedia.org/resource/Europe
Ecuador,0.03296703296703297,0,15,0.8936,http://nerd.eurecom.fr/ontology#Location,http://dbpedia.org/resource/Ecuador
Soviet Union,0.03076923076923077,0,14,0.857,http://nerd.eurecom.fr/ontology#Location,http://dbpedia.org/resource/Soviet_Union
North Korea,0.03076923076923077,0,14,0.9143,http://nerd.eurecom.fr/ontology#Location,http://dbpedia.org/resource/North_Korea
China,0.03076923076923077,0,14,0.8178,http://nerd.eurecom.fr/ontology#Location,http://dbpedia.org/resource/China
United Nations,0.02857142857142857,0,13,0.8082,http://nerd.eurecom.fr/ontology#Location,http://dbpedia.org/resource/United_Nations
Glenn Greenwald,0.02857142857142857,0,13,1.29388,http://nerd.eurecom.fr/ontology#Person,http://dbpedia.org/resource/Glenn_Greenwald
Amnesty International,0.024175824175824177,0,11,0.9077,http://nerd.eurecom.fr/ontology#Organization,http://dbpedia.org/resource/Amnesty_International
Hong Kong,0.02197802197802198,0,10,0.835,http://nerd.eurecom.fr/ontology#Location,http://dbpedia.org/resource/Hong_Kong
Chechen Republic,0.01978021978021978,0,9,1.23254,http://nerd.eurecom.fr/ontology#Location,http://dbpedia.org/resource/Chechnya
