Entity Label,RANKING,appearancesVideo,appearancesDocuments,maxExtractorRelevance,URI
Prince William Duke of Cambridge,0.9823788546255506,2,438,1.69326,http://nerd.eurecom.fr/ontology#Person,http://dbpedia.org/resource/Prince_William,_Duke_of_Cambridge
George,0.8480176211453745,4,369,0.32387,http://nerd.eurecom.fr/ontology#Person,http://dbpedia.org/resource/George_V_of_the_United_Kingdom
Kate,0.5506607929515418,2,242,0.200922,http://nerd.eurecom.fr/ontology#Thing,http://dbpedia.org/resource/Kate_Austen
Kensington Palace,0.44493392070484583,1,198,1.88036,http://nerd.eurecom.fr/ontology#Location,http://dbpedia.org/resource/Kensington_Palace
The Prince of Wales,0.3832599118942731,2,166,1.09425,http://nerd.eurecom.fr/ontology#Thing,http://dbpedia.org/resource/Charles,_Prince_of_Wales
Elizabeth Alexandra Mary,0.31057268722466963,3,129,2.17699,http://nerd.eurecom.fr/ontology#Thing,http://dbpedia.org/resource/Elizabeth_II
Duchess,0.29955947136563876,0,136,0.6875,http://nerd.eurecom.fr/ontology#Thing,http://dbpedia.org/resource/Duke
Duchess of Cambridge,0.21365638766519823,0,97,1.17052,http://nerd.eurecom.fr/ontology#Person,http://dbpedia.org/resource/Catherine,_Duchess_of_Cambridge
His Royal Highness,0.17400881057268722,1,75,0.7745,http://nerd.eurecom.fr/ontology#Thing,http://dbpedia.org/resource/Royal_Highness
LONDON,0.1696035242290749,0,77,0.7506,http://nerd.eurecom.fr/ontology#Location,http://dbpedia.org/resource/London
Queen Elizabeth II,0.15859030837004406,1,68,1.81634,http://nerd.eurecom.fr/ontology#Thing,http://dbpedia.org/resource/Elizabeth_II
Alexander the Great,0.15198237885462554,1,65,0.903,http://nerd.eurecom.fr/ontology#Person,http://dbpedia.org/resource/Alexander_the_Great
Carole Middleton,0.13876651982378854,0,63,0.8174,http://nerd.eurecom.fr/ontology#Thing,http://dbpedia.org/resource/Family_of_Catherine,_Duchess_of_Cambridge
Prince Harry,0.13215859030837004,0,60,1.05217,http://nerd.eurecom.fr/ontology#Thing,http://dbpedia.org/resource/Prince_Harry
Lord Mountbatten,0.1211453744493392,2,47,1.23014,http://nerd.eurecom.fr/ontology#Person,http://dbpedia.org/resource/Louis_Mountbatten,_1st_Earl_Mountbatten_of_Burma
Diana Princess of Wales,0.1211453744493392,0,55,2.08872,http://nerd.eurecom.fr/ontology#Person,http://dbpedia.org/resource/Diana,_Princess_of_Wales
United Kingdom,0.11013215859030837,1,46,0.7671,http://nerd.eurecom.fr/ontology#Location,http://dbpedia.org/resource/United_Kingdom
George VI,0.10792951541850221,2,41,0.8416,http://nerd.eurecom.fr/ontology#Person,http://dbpedia.org/resource/George_VI
Bucklebury,0.1013215859030837,0,46,0.8742,http://nerd.eurecom.fr/ontology#Location,http://dbpedia.org/resource/Bucklebury
St. Mary?s Hospital Paddington,0.0947136563876652,0,43,0.8053,http://nerd.eurecom.fr/ontology#Location,http://dbpedia.org/resource/St_Mary's_Hospital,_London
England,0.08149779735682819,0,37,0.7904,http://nerd.eurecom.fr/ontology#Location,http://dbpedia.org/resource/Kingdom_of_England
William,0.07488986784140969,0,34,0.0776302,http://nerd.eurecom.fr/ontology#Person,http://dbpedia.org/resource/William_IV_of_the_United_Kingdom
Queen Victoria,0.07268722466960352,0,33,0.8962,http://nerd.eurecom.fr/ontology#Person,http://dbpedia.org/resource/Queen_Victoria
Charlotte,0.07048458149779736,0,32,0.6802,http://nerd.eurecom.fr/ontology#Location,http://dbpedia.org/resource/Charlotte,_North_Carolina
Sovereign,0.06607929515418502,2,22,0.7738,http://nerd.eurecom.fr/ontology#Thing,http://dbpedia.org/resource/Monarchy_of_the_United_Kingdom
James,0.06167400881057269,1,24,0.0794269,http://nerd.eurecom.fr/ontology#Organization,http://dbpedia.org/resource/James_%28band%29
Range Rover,0.05726872246696035,1,22,0.8603,http://nerd.eurecom.fr/ontology#Thing,http://dbpedia.org/resource/Range_Rover
Catherine,0.05726872246696035,2,18,0.0440925,http://nerd.eurecom.fr/ontology#Thing,http://dbpedia.org/resource/Catherine_Willows
Edward VIII,0.05726872246696035,0,26,1.51563,http://nerd.eurecom.fr/ontology#Thing,http://dbpedia.org/resource/Edward_VIII
Louis,0.05726872246696035,0,26,0.6835,http://nerd.eurecom.fr/ontology#Person,http://dbpedia.org/resource/Louis_IV,_Grand_Duke_of_Hesse
Balmoral Castle,0.05506607929515418,1,21,1.34075,http://nerd.eurecom.fr/ontology#Location,http://dbpedia.org/resource/Balmoral_Castle
Berkshire,0.05506607929515418,0,25,0.8148,http://nerd.eurecom.fr/ontology#Location,http://dbpedia.org/resource/Berkshire
Baby,0.048458149779735685,1,18,0.6542,http://nerd.eurecom.fr/ontology#Thing,http://dbpedia.org/resource/Infant
Royal Family,0.048458149779735685,0,22,0.7223,http://nerd.eurecom.fr/ontology#Thing,http://dbpedia.org/resource/Royal_family
Christening,0.04405286343612335,0,20,0.7514,http://nerd.eurecom.fr/ontology#Thing,http://dbpedia.org/resource/Infant_baptism
BBC,0.04405286343612335,0,20,0.7984,http://nerd.eurecom.fr/ontology#Organization,http://dbpedia.org/resource/BBC
The Duke of Edinburgh,0.04405286343612335,0,20,1.16786,http://nerd.eurecom.fr/ontology#Thing,http://dbpedia.org/resource/Prince_Philip,_Duke_of_Edinburgh
Scotland,0.04185022026431718,0,19,0.7996,http://nerd.eurecom.fr/ontology#Location,http://dbpedia.org/resource/Scotland
St Mary,0.04185022026431718,0,19,0.0527104,http://nerd.eurecom.fr/ontology#Person,http://dbpedia.org/resource/Mary_%28mother_of_Jesus%29
Sovereign,0.039647577092511016,0,18,0.7261,http://nerd.eurecom.fr/ontology#Thing,http://dbpedia.org/resource/Monarch
Irish Republican Army,0.037444933920704845,0,17,0.8471,http://nerd.eurecom.fr/ontology#Thing,http://dbpedia.org/resource/Provisional_Irish_Republican_Army
British,0.037444933920704845,0,17,0.7282,http://nerd.eurecom.fr/ontology#Location,http://dbpedia.org/resource/British_Empire
Twitter,0.03524229074889868,0,16,0.8397,http://nerd.eurecom.fr/ontology#Product,http://dbpedia.org/resource/Twitter
Nottingham,0.03303964757709251,0,15,0.7902,http://nerd.eurecom.fr/ontology#Location,http://dbpedia.org/resource/Nottingham
July 22,0.03303964757709251,0,15,0.0770436,http://nerd.eurecom.fr/ontology#Thing,http://dbpedia.org/resource/July_22
Windsor Castle,0.030837004405286344,0,14,1.71976,http://nerd.eurecom.fr/ontology#Location,http://dbpedia.org/resource/Windsor_Castle
Spencer,0.030837004405286344,0,14,0.0543809,http://nerd.eurecom.fr/ontology#Thing,http://dbpedia.org/resource/Spencer_Gulf
Great Britain,0.030837004405286344,0,14,0.7617,http://nerd.eurecom.fr/ontology#Location,http://dbpedia.org/resource/Kingdom_of_Great_Britain
Camilla Duchess of Cornwall,0.028634361233480177,0,13,1.27272,http://nerd.eurecom.fr/ontology#Person,http://dbpedia.org/resource/Camilla,_Duchess_of_Cornwall
St. James? Palace,0.028634361233480177,0,13,0.8921,http://nerd.eurecom.fr/ontology#Location,http://dbpedia.org/resource/St_James's_Palace
