Entity Label,RANKING,appearancesVideo,appearancesDocuments,maxExtractorRelevance,URI
Martin,0.9649122807017544,3,208,0.0619664,http://nerd.eurecom.fr/ontology#Organization,http://dbpedia.org/resource/Lockheed_Martin
Florida,0.5745614035087719,1,127,0.772,http://nerd.eurecom.fr/ontology#Location,http://dbpedia.org/resource/Florida
Zimmerman,0.47368421052631576,5,88,0.0689003,http://nerd.eurecom.fr/ontology#Person,http://dbpedia.org/resource/Ryan_Zimmerman
white people,0.40350877192982454,0,92,0.7678,http://nerd.eurecom.fr/ontology#Person,http://dbpedia.org/resource/White_people
verdict,0.35964912280701755,0,82,0.286734,http://nerd.eurecom.fr/ontology#Organization,http://dbpedia.org/resource/Verdict
Alexander,0.2631578947368421,0,60,0.0698011,http://nerd.eurecom.fr/ontology#Person,http://dbpedia.org/resource/Alexander_II_of_Russia
African-American,0.21929824561403508,1,46,0.8789,http://nerd.eurecom.fr/ontology#Person,http://dbpedia.org/resource/African_American
Sanford Fla,0.20614035087719298,0,47,0.8904,http://nerd.eurecom.fr/ontology#Location,http://dbpedia.org/resource/Sanford,_Florida
United States of America.,0.17982456140350878,5,21,1.25735,http://nerd.eurecom.fr/ontology#Thing,http://dbpedia.org/resource/United_States
Miami,0.14912280701754385,0,34,0.7932,http://nerd.eurecom.fr/ontology#Location,http://dbpedia.org/resource/Miami
New York City,0.14035087719298245,1,28,0.8334,http://nerd.eurecom.fr/ontology#Location,http://dbpedia.org/resource/New_York_City
president Barack Obama,0.13157894736842105,1,26,1.02774,http://nerd.eurecom.fr/ontology#Thing,http://dbpedia.org/resource/Barack_Obama
Los Angeles,0.12719298245614036,1,25,0.765,http://nerd.eurecom.fr/ontology#Location,http://dbpedia.org/resource/Los_Angeles
U.S. Justice Department,0.11842105263157894,1,23,0.8272,http://nerd.eurecom.fr/ontology#Organization,http://dbpedia.org/resource/United_States_Department_of_Justice
African-American,0.10526315789473684,0,24,0.8856,http://nerd.eurecom.fr/ontology#Person,http://dbpedia.org/resource/African_American
NPR,0.10526315789473684,0,24,1.1222,http://nerd.eurecom.fr/ontology#Organization,http://dbpedia.org/resource/NPR
First Baptist Church,0.09649122807017543,1,18,0.8017,http://nerd.eurecom.fr/ontology#Location,http://dbpedia.org/resource/Baptists
Seminole County,0.09649122807017543,0,22,0.8637,http://nerd.eurecom.fr/ontology#Location,http://dbpedia.org/resource/Seminole_County,_Florida
Manhattan,0.09210526315789473,0,21,0.7883,http://nerd.eurecom.fr/ontology#Location,http://dbpedia.org/resource/Manhattan
Minneapolis,0.08333333333333333,1,15,0.7768,http://nerd.eurecom.fr/ontology#Location,http://dbpedia.org/resource/Minneapolis
hide,0.08333333333333333,1,15,0.0106014,http://nerd.eurecom.fr/ontology#Person,http://dbpedia.org/resource/Hide_%28musician%29
wasn,0.08333333333333333,0,19,0.122003,http://nerd.eurecom.fr/ontology#Organization,http://dbpedia.org/resource/WASN
outrage,0.07894736842105263,1,14,0.100877,http://nerd.eurecom.fr/ontology#Organization,http://dbpedia.org/resource/OutRage%21
Chicago,0.07894736842105263,0,18,0.7937,http://nerd.eurecom.fr/ontology#Location,http://dbpedia.org/resource/Chicago
San Francisco,0.07456140350877193,1,13,0.7875,http://nerd.eurecom.fr/ontology#Location,http://dbpedia.org/resource/San_Francisco
Jackson,0.07456140350877193,0,17,0.6319,http://nerd.eurecom.fr/ontology#Location,http://dbpedia.org/resource/Jackson,_Mississippi
son,0.07017543859649122,0,16,0.019899,http://nerd.eurecom.fr/ontology#Location,http://dbpedia.org/resource/Sonoma_County,_California
Oakland California,0.07017543859649122,0,16,0.8536,http://nerd.eurecom.fr/ontology#Location,http://dbpedia.org/resource/Oakland,_California
question,0.06578947368421052,0,15,0.0245103,http://nerd.eurecom.fr/ontology#Person,http://dbpedia.org/resource/Percy_Bysshe_Shelley
W.,0.06578947368421052,0,15,0.0809265,http://nerd.eurecom.fr/ontology#Person,http://dbpedia.org/resource/George_W._Bush
Al Sharpton,0.06140350877192982,1,10,0.9,http://nerd.eurecom.fr/ontology#Person,http://dbpedia.org/resource/Al_Sharpton
Orlando,0.06140350877192982,0,14,0.7947,http://nerd.eurecom.fr/ontology#Location,http://dbpedia.org/resource/Orlando,_Florida
killers,0.06140350877192982,0,14,0.6998,http://nerd.eurecom.fr/ontology#Person,http://dbpedia.org/resource/The_Killers
Washington,0.05701754385964912,1,9,0.704,http://nerd.eurecom.fr/ontology#Location,http://dbpedia.org/resource/Washington,_D.C.
story,0.05701754385964912,0,13,0.100035,http://nerd.eurecom.fr/ontology#Person,http://dbpedia.org/resource/Joseph_Story
CNN,0.05701754385964912,0,13,0.8406,http://nerd.eurecom.fr/ontology#Organization,http://dbpedia.org/resource/CNN
Philadelphia,0.05701754385964912,0,13,0.8049,http://nerd.eurecom.fr/ontology#Location,http://dbpedia.org/resource/Philadelphia
Burbank,0.05701754385964912,0,13,0.7363,http://nerd.eurecom.fr/ontology#Location,http://dbpedia.org/resource/Burbank,_California
streets,0.05701754385964912,0,13,0.0330201,http://nerd.eurecom.fr/ontology#Person,http://dbpedia.org/resource/Lupe_Fiasco
not guilty,0.05263157894736842,3,0,0.202944,http://nerd.eurecom.fr/ontology#Thing,http://dbpedia.org/resource/Acquittal
fear,0.05263157894736842,1,8,0.074835,http://nerd.eurecom.fr/ontology#Organization,http://dbpedia.org/resource/Fear_%28band%29
neighborhood,0.043859649122807015,1,6,0.635,http://nerd.eurecom.fr/ontology#Location,http://dbpedia.org/resource/Neighbourhood
free man,0.043859649122807015,1,6,0.0427332,http://nerd.eurecom.fr/ontology#Thing,http://dbpedia.org/resource/Gordon_Freeman
Mississippi,0.043859649122807015,0,10,0.7528,http://nerd.eurecom.fr/ontology#Location,http://dbpedia.org/resource/Mississippi
EPA,0.043859649122807015,0,10,0.6932,http://nerd.eurecom.fr/ontology#Organization,http://dbpedia.org/resource/United_States_Environmental_Protection_Agency
Columbia University,0.043859649122807015,0,10,0.8386,http://nerd.eurecom.fr/ontology#Organization,http://dbpedia.org/resource/Columbia_University
Fox News,0.043859649122807015,0,10,0.8257,http://nerd.eurecom.fr/ontology#Organization,http://dbpedia.org/resource/Fox_News_Channel
Atlanta,0.043859649122807015,0,10,0.8049,http://nerd.eurecom.fr/ontology#Location,http://dbpedia.org/resource/Atlanta
Gary,0.039473684210526314,0,9,0.0547612,http://nerd.eurecom.fr/ontology#Location,http://dbpedia.org/resource/Gary,_Indiana
Republican Party,0.039473684210526314,0,9,0.7951,http://nerd.eurecom.fr/ontology#Organization,http://dbpedia.org/resource/Republican_Party_(United_States)
