Entity Label,RANKING,appearancesVideo,appearancesDocuments,maxExtractorRelevance,URI
Alexander the Great,8.222222222222221,1,73,0.903,http://nerd.eurecom.fr/ontology#Person,http://dbpedia.org/resource/Alexander_the_Great
Duchess of Cambridge,7.888888888888889,2,69,1.29207,http://nerd.eurecom.fr/ontology#Person,http://dbpedia.org/resource/Catherine,_Duchess_of_Cambridge
Bucklebury,5.111111111111111,0,46,0.8742,http://nerd.eurecom.fr/ontology#Location,http://dbpedia.org/resource/Bucklebury
LONDON,3.32,0,83,0.7506,http://nerd.eurecom.fr/ontology#Location,http://dbpedia.org/resource/London
George,2.0902777777777777,4,297,0.32387,http://nerd.eurecom.fr/ontology#Person,http://dbpedia.org/resource/George_V_of_the_United_Kingdom
hospital,1.5918367346938775,0,78,0.0741989,http://nerd.eurecom.fr/ontology#Location,http://dbpedia.org/resource/Hospital
Queen Elizabeth II,1.52,1,151,0.837,http://nerd.eurecom.fr/ontology#Person,http://dbpedia.org/resource/Elizabeth_II
Lord Mountbatten,1.1111111111111112,2,38,1.23014,http://nerd.eurecom.fr/ontology#Person,http://dbpedia.org/resource/Louis_Mountbatten,_1st_Earl_Mountbatten_of_Burma
George VI,0.7755102040816326,2,36,0.8416,http://nerd.eurecom.fr/ontology#Person,http://dbpedia.org/resource/George_VI
Prince William Duke of Cambridge,0.7716262975778547,2,221,1.69326,http://nerd.eurecom.fr/ontology#Person,http://dbpedia.org/resource/Prince_William,_Duke_of_Cambridge
Michael Middleton,0.7222222222222222,0,26,0.263438,http://nerd.eurecom.fr/ontology#Person,http://dbpedia.org/resource/Family_of_Catherine,_Duchess_of_Cambridge
Prince Charles,0.5648148148148148,2,181,0.858,http://nerd.eurecom.fr/ontology#Person,http://dbpedia.org/resource/Charles,_Prince_of_Wales
Queen Victoria,0.4567901234567901,3,34,0.8962,http://nerd.eurecom.fr/ontology#Person,http://dbpedia.org/resource/Queen_Victoria
Berkshire,0.390625,0,25,0.8148,http://nerd.eurecom.fr/ontology#Location,http://dbpedia.org/resource/Berkshire
Kensington Palace,0.3497164461247637,1,184,1.88036,http://nerd.eurecom.fr/ontology#Location,http://dbpedia.org/resource/Kensington_Palace
