Entity Label,RANKING,appearancesVideo,appearancesDocuments,maxExtractorRelevance,URI
Mohamed Morsi,1.0,6,861,1.742,http://nerd.eurecom.fr/ontology#Person,http://dbpedia.org/resource/Mohamed_Morsi
Egypt,0.5875706214689266,4,504,0.8781,http://nerd.eurecom.fr/ontology#Location,http://dbpedia.org/resource/Egypt
Cairo,0.3807909604519774,3,325,0.8581,http://nerd.eurecom.fr/ontology#Location,http://dbpedia.org/resource/Cairo
Muslim Brotherhood,0.33559322033898303,0,297,2.13691,http://nerd.eurecom.fr/ontology#Organization,http://dbpedia.org/resource/Muslim_Brotherhood
Egyptians,0.15932203389830507,3,129,0.7597,http://nerd.eurecom.fr/ontology#Person,http://dbpedia.org/resource/Egyptians
Tahrir Square,0.1367231638418079,2,113,1.54267,http://nerd.eurecom.fr/ontology#Location,http://dbpedia.org/resource/Tahrir_Square
de la,0.08813559322033898,0,78,0.0235584,http://nerd.eurecom.fr/ontology#Organization,http://dbpedia.org/resource/De_La_Soul
p.m.,0.0847457627118644,0,75,0.0165359,http://nerd.eurecom.fr/ontology#Organization,http://dbpedia.org/resource/P.M._Dawn
Hosni Mubarak,0.08361581920903954,0,74,1.67025,http://nerd.eurecom.fr/ontology#Person,http://dbpedia.org/resource/Hosni_Mubarak
Mohammed Badie,0.07796610169491526,0,69,0.9279,http://nerd.eurecom.fr/ontology#Person,http://dbpedia.org/resource/Mohammed_Badie
BBC,0.06779661016949153,0,60,0.8009,http://nerd.eurecom.fr/ontology#Organization,http://dbpedia.org/resource/BBC
African Union,0.059887005649717516,0,53,0.9289,http://nerd.eurecom.fr/ontology#Location,http://dbpedia.org/resource/African_Union
Israel,0.04971751412429379,0,44,0.8463,http://nerd.eurecom.fr/ontology#Location,http://dbpedia.org/resource/Israel
Sinai Peninsula,0.04858757062146893,0,43,1.46139,http://nerd.eurecom.fr/ontology#Location,http://dbpedia.org/resource/Sinai_Peninsula
streets,0.04745762711864407,0,42,0.0414543,http://nerd.eurecom.fr/ontology#Person,http://dbpedia.org/resource/Lupe_Fiasco
el-Arish,0.04293785310734463,0,38,0.864,http://nerd.eurecom.fr/ontology#Location,http://dbpedia.org/resource/Arish
presidential palace,0.04180790960451977,0,37,0.7815,http://nerd.eurecom.fr/ontology#Location,http://dbpedia.org/resource/Heliopolis_Palace
Alexandria,0.03954802259887006,0,35,0.8253,http://nerd.eurecom.fr/ontology#Location,http://dbpedia.org/resource/Alexandria
Bowen,0.03389830508474576,1,26,0.0692106,http://nerd.eurecom.fr/ontology#Location,http://dbpedia.org/resource/Bowen,_Queensland
