Entity Label,RANKING,appearancesVideo,appearancesDocuments,maxExtractorRelevance,URI
nuclear watchdog,0.019390581717451522,1,6,0.107019,http://nerd.eurecom.fr/ontology#Thing,http://dbpedia.org/resource/Anti-nuclear_movement_in_the_United_States
Tokyo University of Marine Science and Technology,0.019390581717451522,1,6,0.8801,http://nerd.eurecom.fr/ontology#Organization,http://dbpedia.org/resource/Tokyo_University_of_Marine_Science_and_Technology
United Kingdom Atomic Energy Authority,0.019390581717451522,0,7,0.8867,http://nerd.eurecom.fr/ontology#Thing,http://dbpedia.org/resource/United_Kingdom_Atomic_Energy_Authority
Fisher,0.019390581717451522,0,7,0.6633,http://nerd.eurecom.fr/ontology#Person,http://dbpedia.org/resource/Ronald_Fisher
Canada,0.019390581717451522,0,7,0.779,http://nerd.eurecom.fr/ontology#Location,http://dbpedia.org/resource/Canada
Disqus,0.019097222222222224,0,11,0.8516,http://nerd.eurecom.fr/ontology#Thing,http://dbpedia.org/resource/Disqus
NSA,0.01890359168241966,0,10,0.8015,http://nerd.eurecom.fr/ontology#Organization,http://dbpedia.org/resource/National_Security_Agency
Congress,0.018140589569160998,1,7,0.6882,http://nerd.eurecom.fr/ontology#Location,http://dbpedia.org/resource/United_States_Congress
Bradley Manning,0.017361111111111112,0,10,0.8705,http://nerd.eurecom.fr/ontology#Thing,http://dbpedia.org/resource/Chelsea_Manning
NHK,0.01662049861495845,0,6,0.8337,http://nerd.eurecom.fr/ontology#Organization,http://dbpedia.org/resource/NHK
