Entity Label,RANKING,appearancesVideo,appearancesDocuments,maxExtractorRelevance,URI
Nuclear Regulation Authority,36.0,0,36,0.9094,http://nerd.eurecom.fr/ontology#Thing,http://dbpedia.org/resource/Nuclear_Regulation_Authority
Tokyo Electric Power Company,0.6635160680529301,5,346,1.91924,http://nerd.eurecom.fr/ontology#Organization,http://dbpedia.org/resource/Tokyo_Electric_Power_Company
Pacific Ocean,0.65,1,64,0.8542,http://nerd.eurecom.fr/ontology#Location,http://dbpedia.org/resource/Pacific_Ocean
Fukushima Daiichi nuclear disaster,0.5217391304347826,3,273,0.9278,http://nerd.eurecom.fr/ontology#Location,http://dbpedia.org/resource/Fukushima_Daiichi_nuclear_disaster
Japan,0.4453125,1,113,0.8429,http://nerd.eurecom.fr/ontology#Location,http://dbpedia.org/resource/Japan
Radioactivity,0.1736111111111111,4,21,0.7904,http://nerd.eurecom.fr/ontology#Thing,http://dbpedia.org/resource/Radioactive_decay
NRA,0.1597222222222222,0,23,0.7105,http://nerd.eurecom.fr/ontology#Thing,http://dbpedia.org/resource/National_Rifle_Association
Chernobyl disaster,0.1527777777777778,0,22,0.922806,http://nerd.eurecom.fr/ontology#Location,http://dbpedia.org/resource/Chernobyl_disaster
plant,0.09765625,5,20,0.158657,http://nerd.eurecom.fr/ontology#Thing,http://dbpedia.org/resource/Plant
Groundwater,0.07653061224489796,0,15,0.7914,http://nerd.eurecom.fr/ontology#Thing,http://dbpedia.org/resource/Groundwater
March 2011 earthquake,0.05333333333333334,0,12,0.824,http://nerd.eurecom.fr/ontology#Thing,http://dbpedia.org/resource/2011_T%C5%8Dhoku_earthquake_and_tsunami
Prime Minister,0.05333333333333334,0,12,0.7916,http://nerd.eurecom.fr/ontology#Thing,http://dbpedia.org/resource/Prime_Minister_of_Japan
Barack Obama,0.052930056710775046,0,28,1.06313,http://nerd.eurecom.fr/ontology#Thing,http://dbpedia.org/resource/Barack_Obama
Earth,0.04844290657439446,0,14,0.7541,http://nerd.eurecom.fr/ontology#Thing,http://dbpedia.org/resource/Earth
Reactor,0.0443213296398892,3,13,0.7022,http://nerd.eurecom.fr/ontology#Thing,http://dbpedia.org/resource/Nuclear_reactor
Beta radiation,0.038781163434903045,0,14,0.8129,http://nerd.eurecom.fr/ontology#Thing,http://dbpedia.org/resource/Beta_particle
BBC News,0.03460207612456748,2,8,0.8198,http://nerd.eurecom.fr/ontology#Organization,http://dbpedia.org/resource/BBC_News
Cesium,0.03460207612456748,0,10,1.03739,http://nerd.eurecom.fr/ontology#Thing,http://dbpedia.org/resource/Caesium
Japanese government,0.033950617283950615,1,10,0.6091,http://nerd.eurecom.fr/ontology#Thing,http://dbpedia.org/resource/Government_of_Japan
Masao Yoshida,0.033950617283950615,0,11,0.8768,http://nerd.eurecom.fr/ontology#Thing,http://dbpedia.org/resource/Masao_Yoshida_(nuclear_engineer)
Liberal Democratic Party,0.0332409972299169,0,12,1.05795,http://nerd.eurecom.fr/ontology#Organization,http://dbpedia.org/resource/Liberal_Democratic_Party_(Japan)
Politics,0.0325,0,13,0.6887,http://nerd.eurecom.fr/ontology#Thing,http://dbpedia.org/resource/Politics
Terrorism,0.031746031746031744,0,14,0.7165,http://nerd.eurecom.fr/ontology#Thing,http://dbpedia.org/resource/Terrorism
Steam,0.03,2,10,0.7142,http://nerd.eurecom.fr/ontology#Thing,http://dbpedia.org/resource/Steam
Drones,0.02947845804988662,0,13,0.698,http://nerd.eurecom.fr/ontology#Thing,http://dbpedia.org/resource/Unmanned_aerial_vehicle
Iran,0.0275,0,11,0.8755,http://nerd.eurecom.fr/ontology#Location,http://dbpedia.org/resource/Iran
REUTERS,0.024691358024691357,0,8,0.8246,http://nerd.eurecom.fr/ontology#Thing,http://dbpedia.org/resource/Reuters
Shinzo Abe,0.024691358024691357,0,8,0.941,http://nerd.eurecom.fr/ontology#Person,http://dbpedia.org/resource/Shinz%C5%8D_Abe
Germany,0.022727272727272728,0,11,0.7552,http://nerd.eurecom.fr/ontology#Location,http://dbpedia.org/resource/Germany
Inference,0.022675736961451247,2,8,0.6896,http://nerd.eurecom.fr/ontology#Thing,http://dbpedia.org/resource/Inference
Boron,0.0225,0,9,0.8093,http://nerd.eurecom.fr/ontology#Thing,http://dbpedia.org/resource/Boron
China,0.0221606648199446,0,8,0.8178,http://nerd.eurecom.fr/ontology#Location,http://dbpedia.org/resource/China
California,0.0221606648199446,0,8,0.766,http://nerd.eurecom.fr/ontology#Location,http://dbpedia.org/resource/California
Regulatory,0.0221606648199446,0,8,0.716,http://nerd.eurecom.fr/ontology#Thing,http://dbpedia.org/resource/Regulation
United Nations,0.0221606648199446,0,8,0.7962,http://nerd.eurecom.fr/ontology#Location,http://dbpedia.org/resource/United_Nations
United States,0.0221606648199446,0,8,0.765,http://nerd.eurecom.fr/ontology#Location,http://dbpedia.org/resource/United_States
Bq,0.020833333333333332,0,12,0.829,http://nerd.eurecom.fr/ontology#Thing,http://dbpedia.org/resource/Becquerel
Trayvon Martin,0.020793950850661626,0,11,0.8384,http://nerd.eurecom.fr/ontology#Thing,http://dbpedia.org/resource/Shooting_of_Trayvon_Martin
Racism,0.020793950850661626,0,11,0.7633,http://nerd.eurecom.fr/ontology#Thing,http://dbpedia.org/resource/Racism
Control,0.02,0,8,0.6489,http://nerd.eurecom.fr/ontology#Thing,http://dbpedia.org/resource/Control_theory
