Entity Label,RANKING,appearancesVideo,appearancesDocuments,maxExtractorRelevance,URI
George Zimmerman,1.0,5,222,1.05492,http://nerd.eurecom.fr/ontology#Thing,http://dbpedia.org/resource/George_Zimmerman
Trayvon Martin,0.6735537190082644,3,151,0.888906,http://nerd.eurecom.fr/ontology#Person,http://dbpedia.org/resource/Trayvon_Martin
Florida,0.5330578512396694,1,125,0.772,http://nerd.eurecom.fr/ontology#Location,http://dbpedia.org/resource/Florida
African-American,0.1859504132231405,0,45,0.8856,http://nerd.eurecom.fr/ontology#Person,http://dbpedia.org/resource/African_American
Sanford Fla,0.1652892561983471,0,40,0.8904,http://nerd.eurecom.fr/ontology#Location,http://dbpedia.org/resource/Sanford,_Florida
Los Angeles,0.1487603305785124,1,32,0.765,http://nerd.eurecom.fr/ontology#Location,http://dbpedia.org/resource/Los_Angeles
Stand Your Ground law,0.14049586776859505,0,34,0.8934,http://nerd.eurecom.fr/ontology#Thing,http://dbpedia.org/resource/Stand-your-ground_law
United States of America.,0.1322314049586777,5,12,1.25735,http://nerd.eurecom.fr/ontology#Thing,http://dbpedia.org/resource/United_States
New York City,0.1322314049586777,1,28,0.8334,http://nerd.eurecom.fr/ontology#Location,http://dbpedia.org/resource/New_York_City
Miami,0.1322314049586777,0,32,0.7932,http://nerd.eurecom.fr/ontology#Location,http://dbpedia.org/resource/Miami
Alexander,0.11570247933884298,0,28,0.6569,http://nerd.eurecom.fr/ontology#Person,http://dbpedia.org/resource/Alexander_the_Great
U.S. Justice Department,0.10743801652892562,1,22,0.8272,http://nerd.eurecom.fr/ontology#Organization,http://dbpedia.org/resource/United_States_Department_of_Justice
Orlando,0.10743801652892562,0,26,0.7947,http://nerd.eurecom.fr/ontology#Location,http://dbpedia.org/resource/Orlando,_Florida
National Association for the Advancement of Coloured People,0.10330578512396695,0,25,0.9322,http://nerd.eurecom.fr/ontology#Thing,http://dbpedia.org/resource/National_Association_for_the_Advancement_of_Colored_People
Seminole County,0.09917355371900827,0,24,0.8637,http://nerd.eurecom.fr/ontology#Location,http://dbpedia.org/resource/Seminole_County,_Florida
NPR,0.09917355371900827,0,24,1.1222,http://nerd.eurecom.fr/ontology#Organization,http://dbpedia.org/resource/NPR
president Barack Obama,0.09504132231404959,1,19,1.02774,http://nerd.eurecom.fr/ontology#Thing,http://dbpedia.org/resource/Barack_Obama
Times Square,0.09504132231404959,0,23,0.8631,http://nerd.eurecom.fr/ontology#Thing,http://dbpedia.org/resource/Times_Square
First Baptist Church,0.09090909090909091,1,18,0.8017,http://nerd.eurecom.fr/ontology#Location,http://dbpedia.org/resource/Baptists
Saint Paul,0.08677685950413223,1,17,0.7695,http://nerd.eurecom.fr/ontology#Thing,http://dbpedia.org/resource/Paul_the_Apostle
Facebook,0.07851239669421488,0,19,0.8257,http://nerd.eurecom.fr/ontology#Product,http://dbpedia.org/resource/Facebook
