Entity Label,RANKING,appearancesVideo,appearancesDocuments,maxExtractorRelevance,URI
Mohamed Morsi,1.0,6,824,1.742,http://nerd.eurecom.fr/ontology#Person,http://dbpedia.org/resource/Mohamed_Morsi
Egypt,0.6403301886792453,4,527,0.8781,http://nerd.eurecom.fr/ontology#Location,http://dbpedia.org/resource/Egypt
Cairo,0.375,3,306,0.8581,http://nerd.eurecom.fr/ontology#Location,http://dbpedia.org/resource/Cairo
Muslim Brotherhood,0.31839622641509435,0,270,2.13691,http://nerd.eurecom.fr/ontology#Organization,http://dbpedia.org/resource/Muslim_Brotherhood
Islamist movement,0.2865566037735849,0,243,1.29841,http://nerd.eurecom.fr/ontology#Thing,http://dbpedia.org/resource/Islamism
Egyptian President,0.2099056603773585,3,166,0.7857,http://nerd.eurecom.fr/ontology#Thing,http://dbpedia.org/resource/President_of_Egypt
Egyptians,0.14858490566037735,0,126,0.7597,http://nerd.eurecom.fr/ontology#Person,http://dbpedia.org/resource/Egyptians
Tahrir Square,0.12735849056603774,2,100,1.54267,http://nerd.eurecom.fr/ontology#Location,http://dbpedia.org/resource/Tahrir_Square
Twitter,0.10495283018867925,0,89,0.8409,http://nerd.eurecom.fr/ontology#Product,http://dbpedia.org/resource/Twitter
Mohammed Badie,0.09198113207547169,0,78,0.9279,http://nerd.eurecom.fr/ontology#Person,http://dbpedia.org/resource/Mohammed_Badie
Hosni Mubarak,0.08608490566037735,0,73,1.67025,http://nerd.eurecom.fr/ontology#Person,http://dbpedia.org/resource/Hosni_Mubarak
Adly Mansour,0.07665094339622641,0,65,0.9334,http://nerd.eurecom.fr/ontology#Thing,http://dbpedia.org/resource/Adly_Mansour
BBC,0.0625,0,53,0.8009,http://nerd.eurecom.fr/ontology#Organization,http://dbpedia.org/resource/BBC
Republican Guard,0.060141509433962265,0,51,0.8575,http://nerd.eurecom.fr/ontology#Thing,http://dbpedia.org/resource/Army_of_the_Guardians_of_the_Islamic_Revolution
Associated Press,0.05660377358490566,0,48,0.872,http://nerd.eurecom.fr/ontology#Thing,http://dbpedia.org/resource/Associated_Press
Egyptian Armed Forces,0.054245283018867926,0,46,0.9489,http://nerd.eurecom.fr/ontology#Thing,http://dbpedia.org/resource/Egyptian_Armed_Forces
Jeremy Bowen,0.05188679245283019,1,40,0.9088,http://nerd.eurecom.fr/ontology#Thing,http://dbpedia.org/resource/Jeremy_Bowen
Sinai Peninsula,0.05070754716981132,0,43,1.46139,http://nerd.eurecom.fr/ontology#Location,http://dbpedia.org/resource/Sinai_Peninsula
Abdel-Fattah El-Sisi,0.049528301886792456,0,42,0.8952,http://nerd.eurecom.fr/ontology#Thing,http://dbpedia.org/resource/Abdel_Fattah_el-Sisi
Israel,0.04834905660377359,0,41,0.8463,http://nerd.eurecom.fr/ontology#Location,http://dbpedia.org/resource/Israel
Agence France-Presse,0.045990566037735846,0,39,1.03179,http://nerd.eurecom.fr/ontology#Organization,http://dbpedia.org/resource/Agence_France-Presse
Middle East,0.04481132075471698,1,34,0.7872,http://nerd.eurecom.fr/ontology#Thing,http://dbpedia.org/resource/Middle_East
Reuters,0.04245283018867924,0,36,0.8399,http://nerd.eurecom.fr/ontology#Thing,http://dbpedia.org/resource/Reuters
Nile River,0.041273584905660375,1,31,0.8406,http://nerd.eurecom.fr/ontology#Thing,http://dbpedia.org/resource/Nile
Christian,0.03891509433962264,0,33,0.7249,http://nerd.eurecom.fr/ontology#Thing,http://dbpedia.org/resource/Christian
Western powers,0.03537735849056604,0,30,0.7115,http://nerd.eurecom.fr/ontology#Thing,http://dbpedia.org/resource/Western_world
