Entity Label,RANKING,appearancesVideo,appearancesDocuments,maxExtractorRelevance,URI
human rights violations,96.0,0,96,0.771328,http://nerd.eurecom.fr/ontology#Thing,http://dbpedia.org/resource/Human_rights
Barack Obama,58.0,1,57,1.66995,http://nerd.eurecom.fr/ontology#Thing,http://dbpedia.org/resource/Barack_Obama
Bolivia,34.0,1,33,0.8982,http://nerd.eurecom.fr/ontology#Location,http://dbpedia.org/resource/Bolivia
Nicaragua,30.0,1,29,0.8966,http://nerd.eurecom.fr/ontology#Location,http://dbpedia.org/resource/Nicaragua
Venezuela,15.25,1,60,0.8885,http://nerd.eurecom.fr/ontology#Location,http://dbpedia.org/resource/Venezuela
surveillance,10.75,0,43,0.7308,http://nerd.eurecom.fr/ontology#Thing,http://dbpedia.org/resource/Surveillance
Kremlin,4.888888888888889,1,43,0.7689,http://nerd.eurecom.fr/ontology#Thing,http://dbpedia.org/resource/Kremlin
Washington,4.333333333333333,0,39,0.7005,http://nerd.eurecom.fr/ontology#Location,http://dbpedia.org/resource/Washington,_D.C.
espionage,2.24,0,56,0.7758,http://nerd.eurecom.fr/ontology#Thing,http://dbpedia.org/resource/Espionage
National Security Agency,1.5918367346938775,0,78,2.32738,http://nerd.eurecom.fr/ontology#Organization,http://dbpedia.org/resource/National_Security_Agency
passport,1.5625,0,25,0.7238,http://nerd.eurecom.fr/ontology#Thing,http://dbpedia.org/resource/Passport
Wikileaks,1.52,0,38,1.00946,http://nerd.eurecom.fr/ontology#Organization,http://dbpedia.org/resource/WikiLeaks
Russians,1.3888888888888888,0,50,0.7306,http://nerd.eurecom.fr/ontology#Person,http://dbpedia.org/resource/Russians
Hong Kong,1.28,0,32,1.72221,http://nerd.eurecom.fr/ontology#Thing,http://dbpedia.org/resource/Hong_Kong
extradition,1.1666666666666667,1,41,0.7624,http://nerd.eurecom.fr/ontology#Thing,http://dbpedia.org/resource/Extradition
national security,1.1388888888888888,0,41,0.736,http://nerd.eurecom.fr/ontology#Thing,http://dbpedia.org/resource/National_security
United States,1.0946745562130178,3,182,0.7758,http://nerd.eurecom.fr/ontology#Location,http://dbpedia.org/resource/United_States
Edward Snowden,0.9056,2,564,2.25896,http://nerd.eurecom.fr/ontology#Person,http://dbpedia.org/resource/Edward_Snowden
human rights violations,0.8611111111111112,1,30,0.900354,http://nerd.eurecom.fr/ontology#Thing,http://dbpedia.org/resource/Human_rights
whistleblower,0.8333333333333334,0,30,0.8519,http://nerd.eurecom.fr/ontology#Thing,http://dbpedia.org/resource/Whistleblower
White House,0.7551020408163265,0,37,0.8297,http://nerd.eurecom.fr/ontology#Location,http://dbpedia.org/resource/White_House
law,0.75,1,26,0.6858,http://nerd.eurecom.fr/ontology#Thing,http://dbpedia.org/resource/Law
Russia,0.64,6,394,0.869,http://nerd.eurecom.fr/ontology#Location,http://dbpedia.org/resource/Russia
