Entity Label,RANKING,appearancesVideo,appearancesDocuments,maxExtractorRelevance,URI
United States,0.027237354085603113,0,7,0.765,http://nerd.eurecom.fr/ontology#Location,http://dbpedia.org/resource/United_States
company,0.023346303501945526,1,2,0.0547451,http://nerd.eurecom.fr/ontology#Thing,http://dbpedia.org/resource/Company
percent,0.023346303501945526,1,2,0.0714663,http://nerd.eurecom.fr/ontology#Thing,http://dbpedia.org/resource/Percentage
NHK,0.023346303501945526,0,6,0.8337,http://nerd.eurecom.fr/ontology#Organization,http://dbpedia.org/resource/NHK
WWF,0.023346303501945526,0,6,0.7559,http://nerd.eurecom.fr/ontology#Organization,http://dbpedia.org/resource/World_Wide_Fund_for_Nature
Hawaii,0.023346303501945526,0,6,0.8298,http://nerd.eurecom.fr/ontology#Location,http://dbpedia.org/resource/Hawaii
Hamajima,0.023346303501945526,0,6,0.8405,http://nerd.eurecom.fr/ontology#Location,http://dbpedia.org/resource/Hamajima,_Mie
levels,0.019455252918287938,1,1,0.0390741,http://nerd.eurecom.fr/ontology#Thing,http://dbpedia.org/resource/GCE_Advanced_Level
nuclear watchdog,0.019455252918287938,1,1,0.107019,http://nerd.eurecom.fr/ontology#Thing,http://dbpedia.org/resource/Anti-nuclear_movement_in_the_United_States
Russia Today,0.019455252918287938,0,5,0.8054,http://nerd.eurecom.fr/ontology#Organization,http://dbpedia.org/resource/RT_(TV_network)
Mitt Romney,0.019455252918287938,0,5,0.9007,http://nerd.eurecom.fr/ontology#Person,http://dbpedia.org/resource/Mitt_Romney
Tanaka,0.019455252918287938,0,5,0.6822,http://nerd.eurecom.fr/ontology#Person,http://dbpedia.org/resource/Koichi_Tanaka
University of Wisconsin,0.019455252918287938,0,5,0.6783,http://nerd.eurecom.fr/ontology#Organization,http://dbpedia.org/resource/University_of_Wisconsin%E2%80%93Madison
United Nations,0.019455252918287938,0,5,0.7962,http://nerd.eurecom.fr/ontology#Location,http://dbpedia.org/resource/United_Nations
Bill Keller,0.019455252918287938,0,5,0.8348,http://nerd.eurecom.fr/ontology#Person,http://dbpedia.org/resource/Bill_Keller
Indonesia,0.019455252918287938,0,5,0.872,http://nerd.eurecom.fr/ontology#Location,http://dbpedia.org/resource/Indonesia
NASA,0.019455252918287938,0,5,0.8617,http://nerd.eurecom.fr/ontology#Organization,http://dbpedia.org/resource/NASA
Canada,0.019455252918287938,0,5,0.779,http://nerd.eurecom.fr/ontology#Location,http://dbpedia.org/resource/Canada
Yamamoto,0.019455252918287938,0,5,0.6978,http://nerd.eurecom.fr/ontology#Location,http://dbpedia.org/resource/Yamamoto,_Miyagi
leak,0.01556420233463035,1,0,0.0693096,http://nerd.eurecom.fr/ontology#Thing,http://dbpedia.org/resource/News_leak
cold shutdown,0.01556420233463035,1,0,0.153036,http://nerd.eurecom.fr/ontology#Thing,http://dbpedia.org/resource/Shutdown_(nuclear_reactor)
denials,0.01556420233463035,1,0,0.0370084,http://nerd.eurecom.fr/ontology#Thing,http://dbpedia.org/resource/Denial
problem,0.01556420233463035,1,0,0.0341742,http://nerd.eurecom.fr/ontology#Thing,http://dbpedia.org/resource/Problem
revelation,0.01556420233463035,1,0,0.0441486,http://nerd.eurecom.fr/ontology#Thing,http://dbpedia.org/resource/Book_of_Revelation
workers,0.01556420233463035,1,0,0.0349929,http://nerd.eurecom.fr/ontology#Thing,http://dbpedia.org/resource/Laborer
work force,0.01556420233463035,1,0,0.0640703,http://nerd.eurecom.fr/ontology#Thing,http://dbpedia.org/resource/Workforce
